# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LOC17899854	gene-LOC17899854	XM_006305597.2	protein_coding	0	0	0	377	0	0	0	0	0	0	0	181	0	0	0	0	26	0	0	0	0	0	0	0	0	0	170
LOC17899883	gene-LOC17899883	XM_006304049.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
LOC17899913	gene-LOC17899913	XM_006303894.2	protein_coding	0	0	0	261	0	0	0	0	0	0	0	94	0	0	0	0	38	0	0	0	0	0	0	0	0	0	129
LOC17899955	gene-LOC17899955	XM_023789947.1	protein_coding	0	0	0	396	0	0	0	0	0	0	0	182	0	0	0	0	79	0	0	0	0	0	0	0	0	0	135
LOC17899959	gene-LOC17899959	XM_006306423.2	protein_coding	0	0	0	280	0	0	0	0	0	0	0	77	0	0	0	0	30	0	0	0	0	0	0	0	0	0	173
LOC17899963	gene-LOC17899963	XM_006304365.2	protein_coding	0	0	0	259	0	0	0	0	0	0	0	120	0	0	0	0	35	0	0	0	0	0	0	0	0	0	104
LOC17899963	gene-LOC17899963	XM_023789429.1	protein_coding	0	0	0	266	0	0	0	0	0	0	0	127	0	0	0	0	35	0	0	0	0	0	0	0	0	0	104
LOC17899963	gene-LOC17899963	XR_002835417.1		0	0	0	265	0	0	0	0	0	0	0	126	0	0	0	0	35	0	0	0	0	0	0	0	0	0	104
LOC17900023	gene-LOC17900023	XM_006305875.2	protein_coding	0	0	0	180	0	0	0	0	0	0	0	38	0	0	0	0	4	0	0	0	0	0	0	0	0	0	138
LOC17900025	gene-LOC17900025	XM_006305273.2	protein_coding	0	0	0	354	0	0	0	0	0	0	0	151	0	0	0	0	71	0	0	0	0	0	0	0	0	0	132
LOC17900085	gene-LOC17900085	XM_006304005.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900106	gene-LOC17900106	XM_006303913.2	protein_coding	0	0	0	326	0	0	0	0	0	0	0	95	0	0	0	0	70	0	0	0	0	0	0	0	0	0	161
LOC17900115	gene-LOC17900115	XM_006303245.2	protein_coding	0	0	0	271	0	0	0	0	0	0	0	146	0	0	0	0	27	0	0	0	0	0	0	0	0	0	98
LOC17900129	gene-LOC17900129	XM_006307513.2	protein_coding	0	0	0	398	0	0	0	0	0	0	0	177	0	0	0	0	90	0	0	0	0	0	0	0	0	0	131
LOC17900137	gene-LOC17900137	XM_006303239.2	protein_coding	0	0	0	457	0	0	0	0	0	0	0	173	0	0	0	0	29	0	0	0	0	0	0	0	0	0	255
LOC17900148	gene-LOC17900148	XM_006304343.2	protein_coding	0	0	0	297	0	0	0	0	0	0	0	108	0	0	0	0	54	0	0	0	0	0	0	0	0	0	135
LOC17900148	gene-LOC17900148	XM_023788898.1	protein_coding	0	0	0	297	0	0	0	0	0	0	0	108	0	0	0	0	54	0	0	0	0	0	0	0	0	0	135
LOC17900148	gene-LOC17900148	XM_023788899.1	protein_coding	0	0	0	275	0	0	0	0	0	0	0	108	0	0	0	0	26	0	0	0	0	0	0	0	0	0	141
LOC17900231	gene-LOC17900231	XM_006305237.2	protein_coding	0	0	0	246	0	0	0	0	0	0	0	91	0	0	0	0	32	0	0	0	0	0	0	0	0	0	123
LOC17900247	gene-LOC17900247	XM_023790002.1	protein_coding	0	0	0	303	0	0	0	0	0	0	0	141	0	0	0	0	31	0	0	0	0	0	0	0	0	0	131
LOC17900247	gene-LOC17900247	XM_023790003.1	protein_coding	0	0	0	303	0	0	0	0	0	0	0	141	0	0	0	0	31	0	0	0	0	0	0	0	0	0	131
LOC17900247	gene-LOC17900247	XM_023790004.1	protein_coding	0	0	0	303	0	0	0	0	0	0	0	141	0	0	0	0	31	0	0	0	0	0	0	0	0	0	131
LOC17900267	gene-LOC17900267	XM_023777452.1	protein_coding	0	0	0	225	0	0	0	0	0	0	0	74	0	0	0	0	76	0	0	0	0	0	0	0	0	0	75
LOC17900288	gene-LOC17900288	XM_006303854.2	protein_coding	0	0	0	356	0	0	0	0	0	0	0	95	0	0	0	0	95	0	0	0	0	0	0	0	0	0	166
LOC17900292	gene-LOC17900292	XM_006304590.2	protein_coding	0	0	0	263	0	0	0	0	0	0	0	88	0	0	0	0	32	0	0	0	0	0	0	0	0	0	143
LOC17900304	gene-LOC17900304	XM_006307178.2	protein_coding	0	0	0	291	0	0	0	0	0	0	0	175	0	0	0	0	46	0	0	0	0	0	0	0	0	0	70
LOC17900313	gene-LOC17900313	XM_023777136.1	protein_coding	0	0	0	547	0	0	0	0	0	0	0	156	0	0	0	0	250	0	0	0	0	0	0	0	0	0	141
LOC17900327	gene-LOC17900327	XM_006305831.1	protein_coding	0	0	0	334	0	0	0	0	0	0	0	142	0	0	0	0	5	0	0	0	0	0	0	0	0	0	187
LOC17900332	gene-LOC17900332	XM_006303952.2	protein_coding	0	0	0	254	0	0	0	0	0	0	0	92	0	0	0	0	12	0	0	0	0	0	0	0	0	0	150
LOC17900333	gene-LOC17900333	XM_006305846.2	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900333	gene-LOC17900333	XR_002835341.1		0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900333	gene-LOC17900333	XR_002835342.1		0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900333	gene-LOC17900333	XR_002835343.1		0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900333	gene-LOC17900333	XR_002835344.1		0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900333	gene-LOC17900333	XR_002835345.1		0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17900340	gene-LOC17900340	XM_006305316.2	protein_coding	0	0	0	277	0	0	0	0	0	0	0	71	0	0	0	0	71	0	0	0	0	0	0	0	0	0	135
LOC17900370	gene-LOC17900370	XM_006303574.2	protein_coding	0	0	0	357	0	0	0	0	0	0	0	172	0	0	0	0	16	0	0	0	0	0	0	0	0	0	169
LOC17900371	gene-LOC17900371	XM_006304272.2	protein_coding	0	0	0	263	0	0	0	0	0	0	0	143	0	0	0	0	38	0	0	0	0	0	0	0	0	0	82
LOC17900377	gene-LOC17900377	XM_006306255.2	protein_coding	0	0	0	188	0	0	0	0	0	0	0	69	0	0	0	0	35	0	0	0	0	0	0	0	0	0	84
LOC17900406	gene-LOC17900406	XM_006303837.2	protein_coding	0	0	0	274	0	0	0	0	0	0	0	89	0	0	0	0	103	0	0	0	0	0	0	0	0	0	82
LOC17900406	gene-LOC17900406	XM_023789251.1	protein_coding	0	0	0	274	0	0	0	0	0	0	0	89	0	0	0	0	103	0	0	0	0	0	0	0	0	0	82
LOC17900408	gene-LOC17900408	XM_023790045.1	protein_coding	0	0	0	335	0	0	0	0	0	0	0	97	0	0	0	0	64	0	0	0	0	0	0	0	0	0	174
LOC17900408	gene-LOC17900408	XM_023790046.1	protein_coding	0	0	0	335	0	0	0	0	0	0	0	97	0	0	0	0	64	0	0	0	0	0	0	0	0	0	174
LOC17900411	gene-LOC17900411	XM_023789575.1	protein_coding	0	0	0	387	0	0	0	0	0	0	0	218	0	0	0	0	58	0	0	0	0	0	0	0	0	0	111
LOC17900416	gene-LOC17900416	XM_023789708.1	protein_coding	0	0	0	440	0	0	0	0	0	0	0	135	0	0	0	0	176	0	0	0	0	0	0	0	0	0	129
LOC17900430	gene-LOC17900430	XM_006306584.2	protein_coding	0	0	0	299	0	0	0	0	0	0	0	88	0	0	0	0	79	0	0	0	0	0	0	0	0	0	132
LOC17900472	gene-LOC17900472	XM_023790001.1	protein_coding	0	0	0	272	0	0	0	0	0	0	0	137	0	0	0	0	19	0	0	0	0	0	0	0	0	0	116
LOC17900493	gene-LOC17900493	XM_023789944.1	protein_coding	0	0	0	263	0	0	0	0	0	0	0	139	0	0	0	0	38	0	0	0	0	0	0	0	0	0	86
LOC17900497	gene-LOC17900497	XM_006304361.2	protein_coding	0	0	0	328	0	0	0	0	0	0	0	140	0	0	0	0	15	0	0	0	0	0	0	0	0	0	173
LOC17900502	gene-LOC17900502	XM_006303415.2	protein_coding	0	0	0	236	0	0	0	0	0	0	0	96	0	0	0	0	36	0	0	0	0	0	0	0	0	0	104
LOC17900529	gene-LOC17900529	XM_006304761.2	protein_coding	0	0	0	234	0	0	0	0	0	0	0	50	0	0	0	0	22	0	0	0	0	0	0	0	0	0	162
LOC17900536	gene-LOC17900536	XM_006304279.2	protein_coding	0	0	0	265	0	0	0	0	0	0	0	126	0	0	0	0	12	0	0	0	0	0	0	0	0	0	127
LOC17900550	gene-LOC17900550	XM_006306627.2	protein_coding	0	0	0	197	0	0	0	0	0	0	0	65	0	0	0	0	55	0	0	0	0	0	0	0	0	0	77
LOC17900550	gene-LOC17900550	XM_006306628.2	protein_coding	0	0	0	197	0	0	0	0	0	0	0	65	0	0	0	0	55	0	0	0	0	0	0	0	0	0	77
LOC17900550	gene-LOC17900550	XM_023789510.1	protein_coding	0	0	0	197	0	0	0	0	0	0	0	65	0	0	0	0	55	0	0	0	0	0	0	0	0	0	77
LOC17900550	gene-LOC17900550	XM_023789511.1	protein_coding	0	0	0	197	0	0	0	0	0	0	0	65	0	0	0	0	55	0	0	0	0	0	0	0	0	0	77
LOC17900574	gene-LOC17900574	XM_023789861.1	protein_coding	0	0	0	371	0	0	0	0	0	0	0	159	0	0	0	0	81	0	0	0	0	0	0	0	0	0	131
LOC17900582	gene-LOC17900582	XM_006305871.2	protein_coding	0	0	0	413	0	0	0	0	0	0	0	169	0	0	0	0	121	0	0	0	0	0	0	0	0	0	123
LOC17900582	gene-LOC17900582	XM_023789252.1	protein_coding	0	0	0	447	0	0	0	0	0	0	0	190	0	0	0	0	134	0	0	0	0	0	0	0	0	0	123
LOC17900604	gene-LOC17900604	XM_006306254.2	protein_coding	0	0	0	233	0	0	0	0	0	0	0	128	0	0	0	0	27	0	0	0	0	0	0	0	0	0	78
LOC17900627	gene-LOC17900627	XM_006303130.2	protein_coding	0	0	0	335	0	0	0	0	0	0	0	156	0	0	0	0	21	0	0	0	0	0	0	0	0	0	158
LOC17900638	gene-LOC17900638	XM_006304128.2	protein_coding	0	0	0	176	0	0	0	0	0	0	0	102	0	0	0	0	34	0	0	0	0	0	0	0	0	0	40
LOC17900645	gene-LOC17900645	XM_023788694.1	protein_coding	0	0	0	262	0	0	0	0	0	0	0	51	0	0	0	0	37	0	0	0	0	0	0	0	0	0	174
LOC17900653	gene-LOC17900653	XM_006306522.2	protein_coding	0	0	0	336	0	0	0	0	0	0	0	177	0	0	0	0	83	0	0	0	0	0	0	0	0	0	76
LOC17900666	gene-LOC17900666	XM_006303427.2	protein_coding	0	0	0	210	0	0	0	0	0	0	0	36	0	0	0	0	42	0	0	0	0	0	0	0	0	0	132
LOC17900673	gene-LOC17900673	XM_006304609.2	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
LOC17900698	gene-LOC17900698	XM_006304659.2	protein_coding	0	0	0	223	0	0	0	0	0	0	0	44	0	0	0	0	24	0	0	0	0	0	0	0	0	0	155
LOC17900709	gene-LOC17900709	XM_006304385.2	protein_coding	0	0	0	193	0	0	0	0	0	0	0	89	0	0	0	0	39	0	0	0	0	0	0	0	0	0	65
LOC17900710	gene-LOC17900710	XM_006307455.2	protein_coding	0	0	0	189	0	0	0	0	0	0	0	63	0	0	0	0	45	0	0	0	0	0	0	0	0	0	81
LOC17900716	gene-LOC17900716	XM_006303883.2	protein_coding	0	0	0	258	0	0	0	0	0	0	0	126	0	0	0	0	101	0	0	0	0	0	0	0	0	0	31
LOC17900716	gene-LOC17900716	XM_023789961.1	protein_coding	0	0	0	258	0	0	0	0	0	0	0	126	0	0	0	0	101	0	0	0	0	0	0	0	0	0	31
LOC17900716	gene-LOC17900716	XM_023789962.1	protein_coding	0	0	0	264	0	0	0	0	0	0	0	126	0	0	0	0	101	0	0	0	0	0	0	0	0	0	37
LOC17900716	gene-LOC17900716	XM_023789963.1	protein_coding	0	0	0	258	0	0	0	0	0	0	0	126	0	0	0	0	101	0	0	0	0	0	0	0	0	0	31
LOC17900725	gene-LOC17900725	XM_006307244.2	protein_coding	0	0	0	348	0	0	0	0	0	0	0	122	0	0	0	0	55	0	0	0	0	0	0	0	0	0	171
LOC17900729	gene-LOC17900729	XM_006304394.2	protein_coding	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	170
LOC17900740	gene-LOC17900740	XM_006307279.2	protein_coding	0	0	0	363	0	0	0	0	0	0	0	143	0	0	0	0	124	0	0	0	0	0	0	0	0	0	96
LOC17900743	gene-LOC17900743	XM_006305473.2	protein_coding	0	0	0	141	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	124
LOC17900743	gene-LOC17900743	XM_023789655.1	protein_coding	0	0	0	141	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	124
LOC17900761	gene-LOC17900761	XM_006306103.2	protein_coding	0	0	0	325	0	0	0	0	0	0	0	113	0	0	0	0	32	0	0	0	0	0	0	0	0	0	180
LOC17900779	gene-LOC17900779	XM_006306283.2	protein_coding	0	0	0	234	0	0	0	0	0	0	0	132	0	0	0	0	24	0	0	0	0	0	0	0	0	0	78
LOC17900779	gene-LOC17900779	XM_023789670.1	protein_coding	0	0	0	234	0	0	0	0	0	0	0	132	0	0	0	0	22	0	0	0	0	0	0	0	0	0	80
LOC17900790	gene-LOC17900790	XM_006303190.2	protein_coding	0	0	0	330	0	0	0	0	0	0	0	129	0	0	0	0	62	0	0	0	0	0	0	0	0	0	139
LOC17900795	gene-LOC17900795	XM_006304789.2	protein_coding	0	0	0	281	0	0	0	0	0	0	0	131	0	0	0	0	38	0	0	0	0	0	0	0	0	0	112
LOC17900805	gene-LOC17900805	XM_006305368.2	protein_coding	0	0	0	234	0	0	0	0	0	0	0	97	0	0	0	0	33	0	0	0	0	0	0	0	0	0	104
LOC17900807	gene-LOC17900807	XM_006303822.2	protein_coding	0	0	0	269	0	0	0	0	0	0	0	95	0	0	0	0	50	0	0	0	0	0	0	0	0	0	124
LOC17900807	gene-LOC17900807	XM_023789222.1	protein_coding	0	0	0	269	0	0	0	0	0	0	0	95	0	0	0	0	50	0	0	0	0	0	0	0	0	0	124
LOC17900807	gene-LOC17900807	XM_023789223.1	protein_coding	0	0	0	269	0	0	0	0	0	0	0	95	0	0	0	0	50	0	0	0	0	0	0	0	0	0	124
LOC17900814	gene-LOC17900814	XM_006303699.1	protein_coding	0	0	0	376	0	0	0	0	0	0	0	211	0	0	0	0	37	0	0	0	0	0	0	0	0	0	128
LOC17900818	gene-LOC17900818	XM_006307519.2	protein_coding	0	0	0	367	0	0	0	0	0	0	0	148	0	0	0	0	127	0	0	0	0	0	0	0	0	0	92
LOC17900865	gene-LOC17900865	XM_006303207.2	protein_coding	0	0	0	311	0	0	0	0	0	0	0	168	0	0	0	0	49	0	0	0	0	0	0	0	0	0	94
LOC17900893	gene-LOC17900893	XM_006304439.1	protein_coding	0	0	0	334	0	0	0	0	0	0	0	171	0	0	0	0	52	0	0	0	0	0	0	0	0	0	111
LOC17900897	gene-LOC17900897	XM_006306613.2	protein_coding	0	0	0	186	0	0	0	0	0	0	0	77	0	0	0	0	26	0	0	0	0	0	0	0	0	0	83
LOC17900910	gene-LOC17900910	XM_006306097.2	protein_coding	0	0	0	342	0	0	0	0	0	0	0	141	0	0	0	0	33	0	0	0	0	0	0	0	0	0	168
LOC17900930	gene-LOC17900930	XM_023790095.1	protein_coding	0	0	0	619	0	0	0	0	0	0	0	144	0	0	0	0	298	0	0	0	0	0	0	0	0	0	177
LOC17900930	gene-LOC17900930	XM_023790096.1	protein_coding	0	0	0	515	0	0	0	0	0	0	0	144	0	0	0	0	207	0	0	0	0	0	0	0	0	0	164
TRNAC-GCA	gene-TRNAC-GCA-8	rna-TRNAC-GCA-8	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRNAD-GUC	gene-TRNAD-GUC	rna-TRNAD-GUC	protein_coding	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
TRNAF-GAA	gene-TRNAF-GAA-2	rna-TRNAF-GAA-2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRNAG-GCC	gene-TRNAG-GCC	rna-TRNAG-GCC	protein_coding	0	0	0	333	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
TRNAM-CAU	gene-TRNAM-CAU	rna-TRNAM-CAU	protein_coding	0	1	0	152	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	93
TRNAN-GUU	gene-TRNAN-GUU	rna-TRNAN-GUU	protein_coding	0	0	0	209	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138
TRNAP-UGG	gene-TRNAP-UGG	rna-TRNAP-UGG	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAT-UGU	gene-TRNAT-UGU	rna-TRNAT-UGU	protein_coding	0	0	1	261	0	0	0	0	0	0	0	150	0	0	1	0	0	0	0	0	0	0	0	0	0	0	111
exon-XM_006280468.2-1	GENE_exon-XM_006280468.2-1	rna-XM_006280468.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_006281490.2-1	GENE_exon-XM_006281490.2-1	rna-XM_006281490.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_006281590.2-1	GENE_exon-XM_006281590.2-1	rna-XM_006281590.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006281915.2-1	GENE_exon-XM_006281915.2-1	rna-XM_006281915.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006282372.2-1	GENE_exon-XM_006282372.2-1	rna-XM_006282372.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006282475.2-1	GENE_exon-XM_006282475.2-1	rna-XM_006282475.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006283027.2-1	GENE_exon-XM_006283027.2-1	rna-XM_006283027.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006283272.2-1	GENE_exon-XM_006283272.2-1	rna-XM_006283272.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006283892.2-1	GENE_exon-XM_006283892.2-1	rna-XM_006283892.2	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
exon-XM_006285248.2-1	GENE_exon-XM_006285248.2-1	rna-XM_006285248.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006285958.1-1	GENE_exon-XM_006285958.1-1	rna-XM_006285958.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006286322.2-1	GENE_exon-XM_006286322.2-1	rna-XM_006286322.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006286925.2-1	GENE_exon-XM_006286925.2-1	rna-XM_006286925.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006286964.2-1	GENE_exon-XM_006286964.2-1	rna-XM_006286964.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006287088.2-1	GENE_exon-XM_006287088.2-1	rna-XM_006287088.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006287956.2-1	GENE_exon-XM_006287956.2-1	rna-XM_006287956.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_006288071.2-1	GENE_exon-XM_006288071.2-1	rna-XM_006288071.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006288646.2-1	GENE_exon-XM_006288646.2-1	rna-XM_006288646.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006288998.2-1	GENE_exon-XM_006288998.2-1	rna-XM_006288998.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006289097.2-1	GENE_exon-XM_006289097.2-1	rna-XM_006289097.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006289245.1-1	GENE_exon-XM_006289245.1-1	rna-XM_006289245.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
exon-XM_006289592.2-1	GENE_exon-XM_006289592.2-1	rna-XM_006289592.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_006289894.1-1	GENE_exon-XM_006289894.1-1	rna-XM_006289894.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006290472.2-1	GENE_exon-XM_006290472.2-1	rna-XM_006290472.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006290473.2-1	GENE_exon-XM_006290473.2-1	rna-XM_006290473.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006290747.2-1	GENE_exon-XM_006290747.2-1	rna-XM_006290747.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006290797.2-1	GENE_exon-XM_006290797.2-1	rna-XM_006290797.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006291414.2-1	GENE_exon-XM_006291414.2-1	rna-XM_006291414.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006291868.2-1	GENE_exon-XM_006291868.2-1	rna-XM_006291868.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006292162.2-1	GENE_exon-XM_006292162.2-1	rna-XM_006292162.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006292167.2-1	GENE_exon-XM_006292167.2-1	rna-XM_006292167.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_006292222.1-1	GENE_exon-XM_006292222.1-1	rna-XM_006292222.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_006292968.1-1	GENE_exon-XM_006292968.1-1	rna-XM_006292968.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_006292976.2-1	GENE_exon-XM_006292976.2-1	rna-XM_006292976.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006293062.1-1	GENE_exon-XM_006293062.1-1	rna-XM_006293062.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006293151.2-1	GENE_exon-XM_006293151.2-1	rna-XM_006293151.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006293200.2-1	GENE_exon-XM_006293200.2-1	rna-XM_006293200.2	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006293436.2-1	GENE_exon-XM_006293436.2-1	rna-XM_006293436.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006294263.2-1	GENE_exon-XM_006294263.2-1	rna-XM_006294263.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_006294604.2-1	GENE_exon-XM_006294604.2-1	rna-XM_006294604.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006295455.2-1	GENE_exon-XM_006295455.2-1	rna-XM_006295455.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006295935.1-1	GENE_exon-XM_006295935.1-1	rna-XM_006295935.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006296011.2-1	GENE_exon-XM_006296011.2-1	rna-XM_006296011.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006296019.2-1	GENE_exon-XM_006296019.2-1	rna-XM_006296019.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
